text,label
當初唯一了解親人死去的悲傷還能跟哈利分擔痛苦,1
算是最好的女性朋友之一,0
而且哈利還不願意與除了露娜之外的任何人談論天狼星,1
跟金妮同屆 個性直率又好相處的可愛小學妹,0
雖然我知道小說說她的長相很「怪異」 但靠小時候電影建立形象的我還是一直覺得她很正,0
混血王子中第一批站出來挺哈利的隊友(還有妙麗、榮恩、金妮、奈威),1
如果沒有榮恩把妙麗娶走的劇情 感覺就她跟妙麗其中一個會是哈利的老婆,1
要不是哈利突然發情開始喜歡金妮 不然我完全想不到她有任何機會,1
哈利最後還把紀念母親命名莉莉的女兒 名字中再加入了好閨蜜露娜的名字,1
為什麼金妮沒有鬧家庭革命？,0
本來對這部片沒什麼興趣的，但女伴很堅持一定要看，一直盧才去看的,0
在此之前我對九把刀是毫無成見也不討厭他，純粹以觀影者角度欣賞,0
看之前完全沒相關的資訊和了解,0
看了前面一點就覺得很有《與神同行》的既視感,0
真的滿像的,0
整個架構和鋪陳就如出一轍但也不影響對這片的感想,0
就來看看國片是怎麼玩韓國玩的很好的劇本,0
首先我對牛頭復仇這條支線非常有意見，甚至覺得可以沒這條線,1
整部片就玩九把刀最會的YA青春校園小情小愛小清新就夠了莫名的塞了這條線，是真的很多餘,0
雖然是忠於原著需要有反派的角色，也順便玩一下特效，墊一下成本,0
但至少也應該把這條線的故事給說清楚吧沒來由的一直用倒敘法來拼湊這條線的全貌點,0
不是不行，與神同行2也是這樣一一在還原真相的,0
但月老主軸還是在男女主角間的情愛糾葛,0
對這條支線就只是輕描淡寫，有一點敷衍，交代的並沒有很仔細,0
或許是對劇情走向來講不是很重要,0
但說書人得必需交代清楚，觀影者才不會一頭霧水,0
電影中段宋芸樺和柯震東的灑狗血橋段，是真的有打動我，深受感動，有被觸動的感覺,0
但這應該要再多一點時，給我更多的的感動時，卻又跳前世的片段，繼續補足牛頭的相關細節,1
這裡實在可惜,0
最感動的橋段就這樣沒了,0
再多一點讓女影迷們多用一張衛生紙不好嗎？,0
旁邊的女伴都開始含淚了，結果說書人就這樣給他跳過去了最後的結局,0
也是蠻奇怪的，就因為一隻蟬的感謝，就可以忘掉且釋懷這五百年的恨,1
這也太容易了吧，而且有一點突兀，讓人傻眼沒關係這就算了,0
柯震東從身上拉出一條生命線這裡，讓我整個出戲,1
柯震東的表情和演技非常的尷尬又奇怪,0
有去二刷的人可以注意一下,0
我是真的差點噴爆米花,0
後來牽給了獸醫這裡，也是讓人覺得很牽強,1
看到王淨一直跑我以為是有目的有對象的,1
結果就只是看到獸醫不壓蝸牛，就這樣給了他,
這裡不知道是我沒看清楚，還是誤會了,0
這個地方收的是有一點奇怪，不是那麼順,0
我一直以為九把刀就只是這部片的原著和編劇而已，沒想到還是導演.,0
我是沒先入為主的成見,0
但可以看得出來，九把刀很會寫故事,0
但拍電影這碼事真的不是寫書那麼容易,0
說書人的技巧的技術還有很大的進步空間,0
如果可以...還是退居幕後，交給專業的來，也許會更好,0
不知道算不算雷，還是先防雷一下,0
先說沒看過小說,0
好奇鬼頭城附身小孩子吃蛤蜊那段是原作就有的嗎？,1
總覺得很像電影猛毒的情節.,0
另外我一直覺得鬼頭城長的很像kid,0
雖然他演的很好，不過我還是一直出戲...,0
時間回到SARS爆發的2003年,0
人們還在用撥接上網，用MSN和人交流、用無名小站與人分享生活,0
時間一轉眼來到2021年,0
已經在聊著元宇宙的我們，仍上演著和《美國女孩》那個年代一樣的情節,0
因為病毒大家戴著口罩、無法自由的教育體制，還有在華人家庭中，無時無刻在上演的情緒勒索,0
電影中的時代或許不是每個人都有共感，但電影中各種情緒勒索的手段，多少是大家生活中的一部分。,0
在華人文化中，「順從」是讓社會體制運作的基本要素,0
而在社會體制中的最小單位「家庭」，「孝順」更是讓父母可以無限上綱、對子女進行情緒勒索的準則。,0
「那你當初幹嘛帶我們去美國?」,1
要你為他們的「用心」背負責任，是情緒勒索者最基本的開價,0
芳儀回到台灣後，去美國這件事反而成了原罪,1
她為了這個大人口中的「獎賞」，就必須當一個各方面都要表現優異的女兒,0
她不知道為什麼這樣做就是為她好,0
為什麼她要為了這個沒開口索求的事情負責,0
反倒是不懂她真正想要的腳踏車，媽媽為何不願意買給她,1
「你一個人生病，搞得好像全家都生病。」,1
放大自己的需求，並將壓力和焦慮轉移到別人身上，是情緒勒索者常見的行為,0
莉莉在面對突如其來的生命威脅，還有化療必經的痛苦，生心理的壓力藉由情緒勒索轉移到全家人身上,1
時不時的提到死亡，讓爸爸宗輝無法逃避可能來臨的天人永隔，還有照顧女兒的重擔,1
想要讓芳儀快點成長，這樣她才可以放心離去，卻讓芳儀提早面對不在人生節拍上的變化,1
而家裡吵吵鬧鬧，讓妹妹芳安意識到父母是不是即將離異,1
情緒勒索對這個家造成的傷害，比莉莉身上的癌細胞還來的兇猛,1
「媽媽很愛你，你知道嗎？」,0
情緒勒索者只在意自己想要得到的，因為他們一直覺得被虧欠，所以抱著受害者心態來回應這個世界,0
因為突如其來的重症，莉莉不得不放棄她的美國夢,1
回到台灣又要處理女兒在文化上的水土不服,1
重回老公身邊讓她得再重新適應生活,1
不知道怎麼處理壓力的她，開始無法正確的表達愛,1
到頭來她也被自己的情緒反勒索,1
覺得被命運虧待的她想著：「那最親近的家人總該對我好一點吧？」,1
所以她將她的愛轉化成一套標準強加在別人身上,1
只是勒索不成，反而得到家人的反抗,1
「52分在美國是及格的嗎？」,0
受美國教育的芳儀其實是情緒勒索的絕緣體,1
在叛逆期的她懂得反抗，並沒有讓莉莉的情緒勒索得逞，但兩邊的關係卻因此更加緊繃,1
而且不只家庭，芳儀在學校的處境也有嚴重的文化衝突,1
學校有酸葡萄心理的同學,1
有害怕外來文化的家長,1
有不擇手段追求成績表現的老師,1
在學校遭到異樣眼光看待，回家又要被媽媽勒索,1
此時的她無法回到美國,1
受傷的她只好隻身來到遙遠的馬場，去找她最喜歡的動物,1
馬象徵著自由不羈，也象徵芳儀在美國培養出來的性格,0
芳儀好不容易見到馬，以為馬會回應她的需求，結果卻被抗拒,1
她沒想到最喜歡的事物也已經不是她想像的樣子了,0
連被老師和爸爸打的時候都沒有屈服的她，卻對馬說了「I need you!」,1
是芳儀在電影中第一次請求別人，內心的脆弱在此時表露無遺,1
這場戲也是一個角色位置的互換,0
平常莉莉對待芳儀的方式，就像這邊芳儀對馬一樣，都將自己的需求強加到別人身上,1
而同樣的，都得不到對方的「順從」,1
莉莉和芳儀兩位失落的美國女孩，最後收起彼此的鋒芒依偎在一起,1
因為愛而展現的惡行，最後也只能用愛來彌補,1
家人不就是如此嗎？,0
那篇導演刻意留白的演講稿，芳儀到底想跟莉莉說些什麼，好像也不是那麼重要了,1
因為它只是芳儀的一個手段，希望讓媽媽可以好好的聽她說話,1
在電影最後芳儀享受著我們兒時最喜歡的掏耳朵時光,1
就和媽媽來到它的演講比賽聽她說話一樣，愛著彼此的心意用不同的形式(可能是更好的形式)，相互交流著。,1
真的很推薦給全家大小去看欸,0
裡面的笑話也不會到很低級黃色,0
真的超好笑的美式幽默歸剛欸,0
從舅舅凱西進場 到結束全場都笑翻吧,0
我覺得是今年底最能放鬆的一部片,0
小女孩的演技也讓人覺得 她對浪浪的愛是無限大的,0
因為互相愛 互相成長成就了彼此,0
還有鄰居們 都超給力的,1
壞人也不太壞 很蠢XDD,1
看完很消除壓力疲勞哈哈,0
唯一缺點就是紅色大動畫狗實在讓人有點難入戲,0
太不真實了,0
哈哈,0
但裝可憐的小臉還是會令人心動~~,0
雖然是寫輔12級啦,0
但是裡面有一段女性正面全裸的畫面,1
前後加起來雖然大概加起來 1 ~ 2 分鐘,0
因為 魏斯安德森 的置中風格，加上大螢幕，就會很明顯在眼前的感覺,0
如果要帶未滿 18 歲的家人親戚朋友或是與認識不久的人約會等等,0
如果要看法蘭西特派週報建議審慎考慮,0
另外它到底上下是不是刻意裁減角度,0
因為總覺得有一些英文字幕被剪掉的感覺,0
電影採用雙線敘事，遊走在1995年的當下和1965年的過去。,0
故事從梅莉‧史翠普飾演的母親過世,1
子女聽到母親的遺願─與婚外情的對象一樣將骨灰撒在羅斯曼橋下,1
之後從母親的筆記本中得知過去發生的故事,1
並最終選擇完成母親的願望。,1
電影前段我最先感受到的，是濃濃的厭倦。,0
女主角芬西斯卡是一位單純的家庭主婦，和經營農場的丈夫擁有一雙兒女。,0
故事開始於女兒飼養的小牛得獎,1
丈夫帶著子女前往伊利諾州,1
主婦得到了四天的空閒。,1
電影透過劇情流動傳達出芬西斯卡的厭倦感─家人的無視(關門、收音機、禱告)和生活的封閉(附近的鄰居、橋梁還有白狗)，到她談到丈夫最先想到的形容是「乾淨」,1
還有她當過老師卻辭職操持家務,1
導演透過劇情自然地將一個對生活感到厭倦的女性呈現在觀眾眼前,0
而在她眼前的則是另一個世界的人,0
羅伯作為國家地理雜誌的攝影師長年在世界各地旅行，見識過無數不同的地方,0
但這個人又和芬西斯卡有了共通點(女主的家鄉)，讓他們在前往羅斯曼橋攝影的路上開始分享彼此的人生,1
在這個時間點，羅伯讓女主有如一灘死水的人生再次有了波動,1
而兩人的價值觀衝突則進一步讓芬西斯卡想要發展下去,1
因為這個人與她太不同了，讓她對於一成不變的人生又有了想像,0
這時反而羅伯先猶豫了,1
因為他見識到小鎮的封閉和人言可畏,0
但此時的女主已經下定決心買下了洋裝,1
(有趣的是店員還問她為什麼要買新衣服),1
決心去走這條可能會讓自己無法回頭的路,1
兩人遂驅車到了鄰鎮，並最終發生了關係,1
但在激情過後，第四天的清晨，芬西斯卡也清楚地意識到，如果她就此跟羅伯離去，他們的感情可能不會持續下去,1
而她離開的那些人生(丈夫、子女)將會因她受到傷害,0
最終她決定留下,1
而羅伯則說出了「這樣確切的愛，一生只能有一次」之後離開,1
幾天後芬西斯卡和丈夫在小鎮上，看到了正要離去的羅伯,1
羅伯停在他們的車前，等待著女主下車跟他離開,1
女主角在幾經猶豫後，最終沒有下車，並就此和羅伯分別,1
芬西斯卡到了丈夫過世之後，才嘗試要聯絡羅伯,1
但羅伯已經離世，並且將骨灰撒在橋下,1
因此她決定，自己已經將一生奉獻給家人,1
希望身後能夠陪著羅伯,1
最終她的子女理解了自己的母親，並且完成了母親的遺願，將骨灰撒向橋下,1
本片的主題是什麼？,0
雖然電影的主要推動是愛情(婚外情),0
但誠如標題所說，我最先想到的是厭倦,0
女主對於自己的婚姻、家庭、人生感到厭倦,0
覺得自己不被重視，也不被理解,0
這也是現代人常遇到的問題,0
而羅伯的出現其實代表「改變」,0
這個與芬西斯卡的人生完全不同的人，因為羅斯曼橋而和她有了接點,1
就像是一滴墨汁滴入了清水中，很快便暈染開來,0
電影的前半段，與其說是愛情，不如說是芬西斯卡從羅伯的身上汲取養分,0
從這個滿世界跑的攝影師身上，呼吸著不曾想像過的空氣，並想像著自己是不是能夠有所不同,1
直到第三天她興沖沖的跑去買了洋裝，然後接到了羅伯擔憂的電話,1
那一刻她才意識到這是愛情，才決定奮不顧身的跳進去。,1
但愛情如野火燎原，激情過後，芬西斯卡卻開始擔心自己是否只是床伴,1
才有第四天清晨地爭吵,1
但也同樣是這段確定了彼此感情的爭吵，讓她理解到自己終究還是「想」回到原本的生活,1
與其說女主擔心的是兩人是否真的能走下去，我更傾向她意識到自己愛的是本來的生活,1
雖然她厭倦，但這段愛情讓她有了寄託，能夠繼續維持下去,1
夢想是因為得不到才稱為夢想,0
即使是理想的愛情成真了也會成為下一段厭倦的開始,0
芬西斯卡最終留了下來,1
但她已不再厭倦，因為有所寄託而改變,1
而丈夫在過世前的抱歉，也讓她有勇氣在最後追隨自己的情感,1
選擇和子女說明自己的過去和想法,1
而子女的故事，談的則是理解。,0
理解指的是能夠接受，並且明白母親的行為,0
但並不表示要認同母親的想法(包括婚外情),1
兒子麥可從最初無法接受母親曾經不忠的事實,1
到後來了解了母親承受的困難，還有她所付出的犧牲，而選擇理解,1
他回到旅館告訴妻子「我希望能讓妳快樂」，就是他給出的答案,1
女兒卡洛琳自身的婚姻也碰上了問題，因此她對於母親的共感更強,0
同為女性的她也更明白母親為了家庭的付出和犧牲,0
在片尾她也嘗試要和丈夫再努力看看,1
本片是不是一部好電影？,0
我認為即使不談主題，本片依然是一部好電影,0
雖然本片乍看之下在歌頌婚外情,0
但誠如前文，我以為愛情並不是本片的主要成分,0
，反而是讓那些「犧牲」能夠延續下去的關鍵,0
本片透過兩人間的愛情去闡述了芬西斯卡為了家庭而做出的犧牲，以及當她厭倦這樣的生活時，羅伯帶給她的變化。,0
如果不是羅伯的出現，也許芬西斯卡遲早會無法承受那些日常的事物,0
但也是羅伯的出現，才讓她用不同的角度去審視自己，從而做出留下的決定,1
導演兼男主角的柯林‧伊斯威特在本片中採用了相對較慢的敘事節奏,0
讓兩人每一幕的動作、眼神、表情，還有每一句台詞都能更強力地打進觀眾心裡,0
雖然節奏很慢，但每一幕中的信息含量都很大，值得細細地去品味,0
而梅莉‧史翠普的旁白，也補足了很多敘事上不清晰的地方,0
也讓我們能夠更深入芬西斯卡的內心,0
同她的子女一起去理解她做出的選擇和決定,1
雖然梅莉在本片的扮相並不突出，但我認為這是有意讓觀眾更能注意兩人的互動,0
且梅姨屬於耐看型的演員，和老而彌帥的柯林形成一對乍看不搶眼,0
但很能引起共鳴的組合,0
本片除了台詞之外，最讓我印象深刻的，大概就是結尾時在雨中，羅伯慢慢地把芬西斯卡的項鍊掛在車上,1
象徵著即使女主不跟上來，他也會將她放在心中,1
而芬西斯卡在車上握著把手，慢慢地轉動、轉動，就要開門的那一刻，兩人還是錯過了,1
這幕真的令人揪心,0
特別是想到這一幕即是永別之後，就更讓人難過,1
但就像芬西斯卡所說的，即使分開，他們已經不再是獨立的兩個人了。,0
本片以倫敦的畢業旅行作為主題,0
臨近畢業的主人公平澤唯與輕音部3年級的3人、2年級的1人,0
故事開始於她們聽到教室的同級生關於畢業旅行的計劃時,0
於是決定也要選擇一個地方進行專屬自己的畢業旅行,0
於是她們各自提出自己想要去的目的地,0
最終通過抽籤選中3年級的秋山澪提出的去倫敦的計劃,1
準備旅程的過程總是興奮愉悅的,0
幾位女生在準備旅行指南書等旅行用品的同時，關於倫敦的美好想像也在恣意飛馳著,0
終於出發前往到倫敦，五位少女在旅途過程中依舊是跌宕起伏、狀況百出,0
他們能否在倫敦這個文化之都演奏最愛的音樂？,0
能否得以在難得的畢業旅行中創造一生難忘的回憶？,0
跟著她們的步伐，雖過程不總是盡如人意，但五人始終能從中找到樂趣,0
相信他們這段莽撞又可愛的旅程，定能讓觀眾回味年少時的吉光片羽,0
並必定能與五位性格大相徑庭、卻又巧妙的和諧共存的少女們產生共鳴,0
充滿著青春回憶、莽撞熱血、歡笑眼淚,0
不管是從前追過動畫、漫畫的舊粉絲、抑或是初次認識《K-ON！輕音部》的新觀眾,0
《電影K-ON！輕音部》如此一部溫暖的音樂類動畫電影，都值得有興趣的觀眾停下腳步、跟著這五位少女的音樂旅程,0
以青春笑語來好好療癒自己！,0
最近上檔的青蛇劫起好看歸好看,0
但有好多的致敬場面角色，都讓我不小心出戲了,0
不曉得大家有沒有發現,0
實在忍不住想上來討論,0
例如：1.火劫來臨時的大鳥是哥吉拉2裡的火焰拉頓,1
造型、飛起燃燒、焚燒城市都幾乎一樣,0
蜘蛛精是神隱少女的鍋爐爺爺,0
除了變成美艷的女性外，整個造型、動作，以及車內投票卡的運作方式也與神隱少女內的溫泉運作模式一模一樣,1
劫難的怪物出場都很像尚氣裡一群吸靈小怪結合喪屍,0
以上是我覺的最明顯馬上出戲的兩點,0
其他都算小致敬,0
不曉得各位有沒有發現XD,0
其實我覺得這就是史蒂芬史匹伯厲害的地方耶,0
當年小時候看到的時候  我就覺得暴龍忽然進場不合理,1
當時想的就是   暴龍怎麼進來的,1
那大門沒那麼大,0
即便是網友說的那個沒蓋好的部分,0
說真的暴龍要進去 得像鑽狗洞一樣進入,1
暴龍哪會幹那種事阿,0
第3點其實還好,0
確實群體戰的動物如果遇到夥伴死掉  是有可能撲上去反擊的,0
畢竟只是本能,0
但也有可能一哄而散,0
如果是非洲鬣狗就可能一哄而散 ,0
但動物星球頻道就有過一個紀錄片  獅王之路  馬波侯家族,0
現在還在它們的YT頻道有完整版,0
那就是夥伴受到致命重傷  隊友在明知至少會是一敵三的情況下依然上去報仇,0
不過這種動物的判斷很難說 ,0
所以迅猛龍跟暴龍拚了也說得過去,1
現在再回看  侏邏紀公園裡面確實有很多不合理的地方,0
但是厲害的就是  我都已經不知道重看了幾十遍了,0
可是我每次都覺得  這些BUG好像還好 ,0
我不是很在意,0
史蒂芬史匹伯就是能把根本BUG的東西  在氣氛還有音樂 特效的搭配下  讓你根本不會去想合理性,0
至少我在看的時候  沒有那種  不愉快的感覺,0
其他電影出現BUG的時候我就會覺得很不舒服,0
那種感覺很糟的,0
可是侏邏紀公園1明明就不合理,0
但卻會讓人自動忽略不計,0
姐姐拿手電筒硬照暴龍的時候也一樣,1
觀眾的感覺只會覺得  她在笨什麼阿,0
心智正常的人  即便是小孩  在這個時候都不可能拿手電筒繼續照,1
反過來蓋起來也行,0
可是我們只會覺得這姐姐怎麼笨成這樣,0
然後暴龍整個頭一轉過來  就開始緊張了,1
完全忘記姐姐的動作不合理,0
我個人是感覺這部片很多地方都怪怪的,0
剪接也有點奇怪,0
姐姐手電筒那邊  其實在提姆去關門的時候  有拍到手電筒的位置,1
並不是對著暴龍  而是對著兩個前座中央正前方,1
但是當下一個鏡頭到姐姐的時候  姐姐根本是拿著手電筒對著左側車窗外面照,1
還有在愛莉跟獵人去開總電源的時候,1
愛莉跟獵人分開行動了,1
"不過愛莉在地下室待了非常久  鏡頭才切換回樹林裡的獵人  被""聰明的女孩""吃掉",1
這個時間差有點太長了,0
可以解釋成獵人可能有追蹤得比較遠 ,1
而且愛莉逃出來的時候已經跛腳了,1
如果獵人跟聰明女孩交戰的地方不遠  那麼愛莉絕對不可能順利回去,1
不過說真的  在那個氣氛之下  這都不是很重要,0
其實史蒂芬史匹伯很多電影   故事架構跟劇情進展都沒有很合理 ,0
"不過我覺得他在拍攝這些""虛構""劇情的時候  那種方式比較像是卡通",0
只是劇情內容有些是大人在看的,0
雷恩大兵裡劇情的進展本身就不合理,0
實際上雷恩的故事很簡單,0
就是被通知哥哥都戰死所以他不用當兵了,0
雷恩大兵的電影裡深入戰地去找他就已經很不合理了,0
最後就在坦克要過橋的時候P51跟援軍殺到把坦克給炸了,1
德軍逃光了,1
橋也保住了,1
現實世界哪有這麼好康的事,0
所以說他的拍攝跟劇情安排都很卡通,0
但是因為氣氛 節奏  跟其他因素太棒了  會讓觀眾完全忘記不合理之處,0
甚至就算注意到了也覺得那根本就不重要,0
你就當作是在看卡通  就不會覺得那麼怪了,0
我記得在 Phastos 被徵召時他還是他老公有講一句外文,1
有人知道是什麼語言嗎？,0
有人記得原文嗎？,0
有人知道譯文嗎？,0
這部片不是甚麼上MBA會拿出來討論的電影,0
單純是最近重看之後，對其中幾個商業行為覺得想拿出來探討,0
Distressed Records似乎是一間小規模的音樂製作公司,0
在電影裡的描述似乎是捧紅像是Troublegun這種大咖而在音樂圈小有名氣,0
看來似乎是Dan以自己的能力挖掘並捧紅出少數知名的歌手,1
不過奇怪的是...似乎在創辦人Dan之後，就沒了能力強的星探,0
（這點由掛在牆上的藝術作品可以看出，都是在強調Dan的能力),0
Dan在錄製完Gretta的專輯之後，只向自己的(前)公司兜售,1
照理來說，自己聽完之後應該很有信心這會大賣,0
特別是自己的太太Miriam是音樂專欄記者,0
以及好友兼當紅歌手Troublegun相信很多人都會正面推薦這張專輯,0
我想應該只是為了製造電影效果而故意只做這樣的安排,0
(另外想說的是，戶外錄音對音樂製作來說應該是沒辦法中的大招了),0
(戶外的吵雜聲音很容易蓋過歌手而讓品質很爛，所以成功的話應該是傑作),0
Distressed Records裡的所有人(包含老闆)在開會討論這張專輯時女主角Greeta已經提出分紅不合理之處,1
我想任何一間公司在察覺到這種不合理應該會馬上提出分紅的改善,1
而並非仍堅持只給創作者1/10的價格,1
(僅讓Dan回復原職這實在不是退讓),1
如果單由這點來看Distressed Records 還真是沒有甚麼發展性,0
另一點老闆Saul從一開始到最後這場會議，所採取具體作法都是提議如何加強客戶對創作者的印象,0
（成為電影插曲，讓歌手對歌曲評論等),0
所以看來也不受到創作型藝人的青睞,0
例如Dan提議的戶外創作就很讓Gretta欣賞,1
甚至連Dave也讚嘆不已,1
"說明Saul在公司只能當作輔助,穩定的角色而無法為公司開拓新局",0
慘遭雷擊而死的阿綸（柯震東 飾）來到陰間,0
生前所有的記憶歸零,0
他必須做出選擇,0
投胎轉世卻可能變成蝸牛,0
或是擔任神職，累積陰德再修轉世為人的正果？,0
阿綸決定成為月老新鮮人,0
他與個性爆衝粉紅女Pinky（王淨 飾）搭檔，來到人間執行任務,1
當阿綸遇見狗狗阿魯以及牽著他的主人小咪時，他前世的記憶都回來了,1
小咪（宋芸樺 飾）就是他生前的摯愛,1
阿綸希望能幫助陽間的小咪尋得新的姻緣,1
但每一條綁在小咪手上的紅線竟然都被燒毀！,1
原來，有些事，一萬年也不會變…,0
同一時間從陰間逃到人間的鬼頭成（馬志翔 飾），展開腥風血雨的復仇行動,1
找上五百年前背叛且殺害自己的馬賊兄弟,1
當阿綸還在為小咪綁不上紅線雀躍時，鬼頭成卻將小咪視為下一個要毀滅的目標…,1
《月老》改編自九把刀2002年的同名小說，由九把刀本人導演兼編劇,0
因此本片有著九把刀作品一貫的風格、套路,0
雖然沒讀過《月老》這部原著小說，不過也有看過《狼嚎》、《功夫》、《獵命師傳奇》等作品,0
一直都挺喜歡九把刀那種帶點瘋狂的奇幻、笨到純粹的浪漫,0
如果要說《月老》看完後最讓人驚豔的部分，莫過於電影裡精細的視覺特效,0
從一開始主角阿綸進入陰間的場景到月老施展灌注著法力的紅絲線,0
甚至是電影後段的鬼神打鬥場面，都呈現出近期國片中足以稱得上高水準的效果,0
為電影裡許多橋段在張力、情緒上都提升了更高的層次,0
然而一部電影作品的核心還是在整體的世界觀設定、角色人物的塑造,0
這部分以九把刀的作品題材、元素來說確實能完全放心,0
不論是陰間組織的運作或是地府公務員的設定都相當有趣,0
直觀不拐彎抹角的呈現，也讓觀眾很快能產生共鳴而會心一笑,0
在角色塑造方面也是九把刀作品的強項,0
當然也可以說是一如既往的套路設定,0
有著傻中二的男主角配上清新氣質的女主角,0
配角群也各有著鮮明的形象,0
尤其王淨飾演的Pinky由裡到外呈現出一種自然流露的可愛,0
(真的可愛到不行~),0
確實讓人印象深刻,0
而最戳到哭點的則是片中的狗狗阿魯,1
每一個演繹神情、橋段都著實讓人溫暖且心疼,0
甚至可以說阿魯就是襯托著整部電影情感線最大的功臣,0
回歸到《月老》劇情結構,0
可以感受到身為導演兼編劇的九把刀想讓原作盡量完整呈現又能適合電影表現,0
以原著小說相對龐大的資訊量來說，無論是篇幅或是情節的設定確實都需要有一定的改動與取捨,0
然而本片在整體敘事上還是過於零碎,0
畢竟要在一部電影裡講述多位人物的現在、過去，光是時間線的穿插及呈現的手法就是一個課題,0
雖然電影裡採用了最淺顯易懂的以角色回憶穿插來推進情節,0
但這樣的編排在頻繁的使用之下會容易讓觀眾產生疲乏感,0
更糟的是可能讓原本沉浸於情節的情緒又重新被拉了出來,0
如果能聚焦著墨在重點角色的故事線，或許劇情能更有架構、有條理,0
雖然本片《月老》還是能看出有些地方是能做得更好的，但從電影中真的很能感受到九把刀以導演身份投入的熱情與企圖心,0
無論是題材的創新、視覺美術的突破，都挺讓人期待後續的作品,0
期待下一部改編電影的會是哪一本小說,0
但能知道的是，依然會是九把刀特有的風格,0
帶點瘋狂的奇幻、笨到純粹的浪漫。,0
